Date,Day,Hour,PT,ES,FR,UK,DE,FI,,,Dexcription,PT,ES,FR,UK,DE,FI,,Load Number,Load max
02/19/2016,317,6,26.83,26.83,43.86,31.63,31.63,31.55,,,,,,,,,,,,
02/19/2016,317,7,27.9,32.3,44.8,44.8,31.46,31.55,,,,,,,,,,,,
02/19/2016,317,8,35.61,42.99,43.86,35.07,35.07,31.4,,,,,,,,,,,,
02/19/2016,317,9,39.69,45.25,45.75,45.75,36.02,31.52,,,,,,,,,,,,
02/19/2016,317,10,45.5,45.5,53.68,35.57,35.57,32.73,,,,,,,,,,,,
02/19/2016,317,11,45,45,56.1,56.1,36.37,33.37,,,,,,,,,,,,
02/19/2016,317,12,42.55,42.55,55.72,55.72,36.1,34.17,,,,,,,,,,,,
02/19/2016,317,13,41,41,52.9,52.9,36.05,35.02,,,,,,,,,,,,
02/19/2016,317,14,41.25,41.25,47.64,36.28,36.28,36.49,,,,,,,,,,,,
02/19/2016,317,15,39.69,39.69,45.65,39.37,39.37,36.99,,,,,,,,,,,,
02/19/2016,317,16,36.3,36.3,45.51,45.51,44.74,38.33,,,,,,,,,,,,
02/19/2016,317,17,36.35,36.35,57.57,57.57,48.82,37.2,,,,,,,,,,,,
02/19/2016,317,18,38.85,38.85,76.55,48.29,48.29,35.02,,,,,,,,,,,,
02/19/2016,317,19,42.35,42.35,79.04,79.04,46.07,34.76,,,,,,,,,,,,
02/19/2016,317,20,48.48,48.48,65.5,65.5,40.9,34.9,,,,,,,,,,,,
02/19/2016,317,21,49.31,49.31,59.5,38.06,38.06,37.72,,,,,,,,,,,,
02/19/2016,317,22,47.33,47.33,58.23,37.44,37.44,44.95,,,,,,,,,,,,
02/19/2016,317,23,41.62,41.62,54.65,54.65,35.91,44.69,,,,,,,,,,,,
02/18/2016,318,1,29,29,49.21,49.21,32.56,43.88,,,,,,,,,,,,
02/18/2016,318,2,25.05,25.05,47.32,47.32,31.61,40.25,,,,,,,,,,,,
02/18/2016,318,3,26.18,26.18,38.86,38.86,31.68,39,,,,,,,,,,,,
02/18/2016,318,4,21.03,21.03,36.45,36.45,31.68,38.06,,,,,,,,,,,,
02/18/2016,318,5,19.89,19.89,43.92,43.92,32.69,36.73,,,,,,,,,,,,
02/18/2016,318,6,21.97,21.97,71.68,71.68,43.92,35.36,,,,,,,,,,,,
02/18/2016,318,7,26.69,31.92,112.84,112.84,54.92,34.94,,,,,,,,,,,,
02/18/2016,318,8,28.9,42.99,106.3,106.3,51.19,34.66,,,,,,,,,,,,
02/18/2016,318,9,36.69,45.47,99.09,99.09,38.49,34.35,,,,,,,,,,,,
02/18/2016,318,10,42.99,47.01,109.38,109.38,37.07,35.08,,,,,,,,,,,,
02/18/2016,318,11,46,46,106.7,106.7,36.94,40.03,,,,,,,,,,,,
02/18/2016,318,12,42.99,42.99,95,39.51,39.51,45.29,,,,,,,,,,,,
02/18/2016,318,13,39.62,39.62,98.22,98.22,37.84,51.68,,,,,,,,,,,,
02/18/2016,318,14,37.99,37.99,111.16,111.16,42.03,50.47,,,,,,,,,,,,
02/18/2016,318,15,37.99,37.99,105.09,51.19,51.19,47.38,,,,,,,,,,,,
02/18/2016,318,16,37.2,37.2,98,49.95,49.95,46.2,,,,,,,,,,,,
02/18/2016,318,17,37.66,37.66,138,56.09,56.09,46.06,,,,,,,,,,,,
02/18/2016,318,18,38.88,38.88,829.79,829.79,46.98,45.05,,,,,,,,,,,,
02/18/2016,318,19,42.5,42.5,148.6,38.58,38.58,43.91,,,,,,,,,,,,
02/18/2016,318,20,49.89,49.89,101,101,40.07,43.08,,,,,,,,,,,,
02/18/2016,318,21,45,45,80.93,35.36,35.36,46.04,,,,,,,,,,,,
02/18/2016,318,22,42.99,42.99,90.12,90.12,32.67,49.73,,,,,,,,,,,,
02/18/2016,318,23,37.4,37.4,78.69,31.72,31.72,59.2,,,,,,,,,,,,
02/17/2016,319,1,36.62,36.62,64.38,30.08,30.08,55.98,,,,,,,,,,,,
02/17/2016,319,2,31.8,31.8,56.4,30.18,30.18,47.79,,,,,,,,,,,,
02/17/2016,319,3,29.72,29.72,43.8,43.8,26.58,44.13,,,,,,,,,,,,
02/17/2016,319,4,27.44,27.44,43.71,30.07,30.07,40.26,,,,,,,,,,,,
02/17/2016,319,5,26.62,26.62,48.19,31.67,31.67,38.62,,,,,,,,,,,,
02/17/2016,319,6,28,28,75.5,36.6,36.6,36.78,,,,,,,,,,,,
02/17/2016,319,7,36.1,36.1,99,99,44.65,34.42,,,,,,,,,,,,
02/17/2016,319,8,42.69,42.69,100.91,100.91,43.94,33.68,,,,,,,,,,,,
02/17/2016,319,9,44.69,44.69,104.7,43.96,43.96,33.31,,,,,,,,,,,,
02/17/2016,319,10,47.33,47.33,99,43.96,43.96,33.01,,,,,,,,,,,,
02/17/2016,319,11,45.75,45.75,99,99,44.65,33.54,,,,,,,,,,,,
02/17/2016,319,12,42,42,89.98,89.98,43.08,34.92,,,,,,,,,,,,
02/17/2016,319,13,40,40,88.91,88.91,43.58,40.13,,,,,,,,,,,,
02/17/2016,319,14,39.98,39.98,87.06,87.06,43.97,42.08,,,,,,,,,,,,
02/17/2016,319,15,36.62,36.62,87.96,87.96,44.01,42.88,,,,,,,,,,,,
02/17/2016,319,16,36.37,36.37,90.22,90.22,44.97,42.36,,,,,,,,,,,,
02/17/2016,319,17,36.37,36.37,120,120,51.98,39.89,,,,,,,,,,,,
02/17/2016,319,18,37.4,37.4,243.24,48.02,48.02,39.93,,,,,,,,,,,,
02/17/2016,319,19,39.69,40,114.19,52.91,52.91,40.85,,,,,,,,,,,,
02/17/2016,319,20,44.69,47,85.01,44.74,44.74,40.13,,,,,,,,,,,,
02/17/2016,319,21,44.69,45.44,71.93,71.93,38.22,39.19,,,,,,,,,,,,
02/17/2016,319,22,37.5,40,66.07,66.07,38.42,39.64,,,,,,,,,,,,
02/17/2016,319,23,33.2,37.08,59.43,59.43,35.4,40.72,,,,,,,,,,,,
02/16/2016,320,1,19.89,19.89,57.57,57.57,35.55,44.61,,,,,,,,,,,,
02/16/2016,320,2,11.1,11.1,54.8,54.8,34.14,43.06,,,,,,,,,,,,
02/16/2016,320,3,9.84,9.84,34.75,34.75,33.45,39.35,,,,,,,,,,,,
02/16/2016,320,4,8,8,33.05,33.05,33.05,37.15,,,,,,,,,,,,
02/16/2016,320,5,9.98,9.98,39.7,38.59,38.59,36.55,,,,,,,,,,,,
02/16/2016,320,6,12.4,12.4,66.6,46.99,46.99,34.56,,,,,,,,,,,,
02/16/2016,320,7,21.51,21.89,78.38,78.38,51.92,33.05,,,,,,,,,,,,
02/16/2016,320,8,27.6,34.76,78.5,78.5,55.96,33.01,,,,,,,,,,,,
02/16/2016,320,9,33.1,39.03,71.8,71.8,57.81,32.61,,,,,,,,,,,,
02/16/2016,320,10,42.42,42.42,68.91,56.36,56.36,32.44,,,,,,,,,,,,
02/16/2016,320,11,37.91,37.91,67.86,53.96,53.96,32.28,,,,,,,,,,,,
02/16/2016,320,12,35.72,35.72,66.5,46.9,46.9,33.32,,,,,,,,,,,,
02/16/2016,320,13,34.12,34.12,67.49,67.49,45.36,35.1,,,,,,,,,,,,
02/16/2016,320,14,32.77,32.77,67.78,40.94,40.94,39,,,,,,,,,,,,
02/16/2016,320,15,31.7,31.7,70.55,70.55,40.11,42.59,,,,,,,,,,,,
02/16/2016,320,16,32.09,32.09,76.95,76.95,40.83,41.96,,,,,,,,,,,,
02/16/2016,320,17,34.88,34.88,88.2,48.91,48.91,40.01,,,,,,,,,,,,
02/16/2016,320,18,39.81,39.81,101.6,46.95,46.95,39,,,,,,,,,,,,
02/16/2016,320,19,50.41,50.41,85.08,46.95,46.95,38.62,,,,,,,,,,,,
02/16/2016,320,20,52.21,52.21,73.89,73.89,40.58,38.94,,,,,,,,,,,,
02/16/2016,320,21,49.9,49.9,68,36.12,36.12,38.85,,,,,,,,,,,,
02/16/2016,320,22,49.98,49.98,60.56,60.56,36.13,38.58,,,,,,,,,,,,
02/16/2016,320,23,42.07,42.07,57,57,31.73,39.22,,,,,,,,,,,,
02/15/2016,321,1,8.1,12.4,54.6,54.6,27.1,41.81,,,,,,,,,,,,
02/15/2016,321,2,5,5,48.31,48.31,26.44,47.52,,,,,,,,,,,,
02/15/2016,321,3,4.9,4.9,33.8,24.99,24.99,46.06,,,,,,,,,,,,
02/15/2016,321,4,4,4,32.57,28.16,28.16,41.79,,,,,,,,,,,,
02/15/2016,321,5,4,4,41.67,41.67,30.85,39.98,,,,,,,,,,,,
02/15/2016,321,6,4.9,4.9,59.5,59.5,38.54,38.45,,,,,,,,,,,,
02/15/2016,321,7,6.1,7.94,69,47.94,47.94,37,,,,,,,,,,,,
02/15/2016,321,8,22.1,22.1,69.53,48.93,48.93,35.67,,,,,,,,,,,,
02/15/2016,321,9,26.5,26.5,68.19,43.14,43.14,35.89,,,,,,,,,,,,
02/15/2016,321,10,29,29,67.49,67.49,42.93,35.66,,,,,,,,,,,,
02/15/2016,321,11,26.5,26.5,66.32,43.91,43.91,35.6,,,,,,,,,,,,
02/15/2016,321,12,23,23,63.32,43.65,43.65,35.87,,,,,,,,,,,,
02/15/2016,321,13,18.5,18.5,63.6,63.6,41.66,37.05,,,,,,,,,,,,
02/15/2016,321,14,18.5,18.5,63.01,63.01,37.13,39.91,,,,,,,,,,,,
02/15/2016,321,15,15.9,15.9,61.6,61.6,37.36,46.1,,,,,,,,,,,,
02/15/2016,321,16,15.9,15.9,60.07,37.91,37.91,52.94,,,,,,,,,,,,
02/15/2016,321,17,17.38,17.38,73.74,37.99,37.99,56.06,,,,,,,,,,,,
02/15/2016,321,18,18.5,18.5,81.57,81.57,37.47,50.11,,,,,,,,,,,,
02/15/2016,321,19,24.31,24.31,71.36,35.62,35.62,46.86,,,,,,,,,,,,
02/15/2016,321,20,36.37,36.37,67.19,32.08,32.08,47.63,,,,,,,,,,,,
02/15/2016,321,21,36.37,36.37,59.53,59.53,26.92,47.86,,,,,,,,,,,,
02/15/2016,321,22,30,30,56.44,56.44,13.72,47.77,,,,,,,,,,,,
02/15/2016,321,23,24.31,24.31,50.14,50.14,8.26,47.68,,,,,,,,,,,,
02/14/2016,322,1,5,5,47.99,0.1,0.1,48.51,,,,,,,,,,,,
02/14/2016,322,2,4,4,44.13,44.13,-12.1,56,,,,,,,,,,,,
02/14/2016,322,3,2.3,2.3,34.38,-0.01,-0.01,59.99,,,,,,,,,,,,
02/14/2016,322,4,2.3,2.3,31.62,8.86,8.86,56.03,,,,,,,,,,,,
02/14/2016,322,5,2.3,2.3,41.69,41.69,13.22,47.71,,,,,,,,,,,,
02/14/2016,322,6,2.3,2.3,49.67,49.67,29.83,42.91,,,,,,,,,,,,
02/14/2016,322,7,2.3,2.3,63.65,37.88,37.88,39.78,,,,,,,,,,,,
02/14/2016,322,8,2,2.3,67.82,67.82,34.74,38.05,,,,,,,,,,,,
02/14/2016,322,9,0,3,67.3,67.3,34.65,36.77,,,,,,,,,,,,
02/14/2016,322,10,0,5,67,33.86,33.86,37.09,,,,,,,,,,,,
02/14/2016,322,11,2,6,66.57,33.13,33.13,36.09,,,,,,,,,,,,
02/14/2016,322,12,5,7,63.32,63.32,31.04,35.88,,,,,,,,,,,,
02/14/2016,322,13,5,6,63.05,63.05,31.06,36.07,,,,,,,,,,,,
02/14/2016,322,14,5,6,61.82,31.79,31.79,37.28,,,,,,,,,,,,
02/14/2016,322,15,5,6,59.32,59.32,35.99,38.81,,,,,,,,,,,,
02/14/2016,322,16,4,4,59.28,59.28,39.96,40.66,,,,,,,,,,,,
02/14/2016,322,17,4,4,70.01,39.98,39.98,45.65,,,,,,,,,,,,
02/14/2016,322,18,4,4,73.31,39.02,39.02,47.52,,,,,,,,,,,,
02/14/2016,322,19,6,6,67.89,34.06,34.06,47.52,,,,,,,,,,,,
02/14/2016,322,20,13,13,64.33,34.02,34.02,45.02,,,,,,,,,,,,
02/14/2016,322,21,17,17,59,59,27.66,44.84,,,,,,,,,,,,
02/14/2016,322,22,17.5,17.5,57.57,17.88,17.88,44.57,,,,,,,,,,,,
02/14/2016,322,23,16,16,50.77,50.77,13.57,44.03,,,,,,,,,,,,
02/13/2016,323,1,11.3,11.3,56.36,13.79,13.79,43.15,,,,,,,,,,,,
02/13/2016,323,2,7.9,7.9,52.2,12.69,12.69,44.52,,,,,,,,,,,,
02/13/2016,323,3,5.4,5.4,46.73,15.18,15.18,46.3,,,,,,,,,,,,
02/13/2016,323,4,5,5,37.72,37.72,20.56,47.87,,,,,,,,,,,,
02/13/2016,323,5,4.01,4.01,40.8,40.8,18.58,46.23,,,,,,,,,,,,
02/13/2016,323,6,4,4,44.55,44.55,20.2,41.89,,,,,,,,,,,,
02/13/2016,323,7,5,5,47.36,33.36,33.36,39.69,,,,,,,,,,,,
02/13/2016,323,8,5.1,5.1,53.25,37.01,37.01,38.99,,,,,,,,,,,,
02/13/2016,323,9,5.4,5.4,58,58,41.08,37.9,,,,,,,,,,,,
02/13/2016,323,10,8.25,8.25,61.36,61.36,41,35.96,,,,,,,,,,,,
02/13/2016,323,11,12.07,12.07,59.29,40.1,40.1,37.28,,,,,,,,,,,,
02/13/2016,323,12,11.59,11.59,57,39.24,39.24,37.07,,,,,,,,,,,,
02/13/2016,323,13,9.25,9.25,54.28,54.28,36.97,36.77,,,,,,,,,,,,
02/13/2016,323,14,9.25,9.25,50,36.96,36.96,36.38,,,,,,,,,,,,
02/13/2016,323,15,7.9,7.9,46.94,39.96,39.96,36.41,,,,,,,,,,,,
02/13/2016,323,16,6,6,46.98,46.98,46.9,36.81,,,,,,,,,,,,
02/13/2016,323,17,6,6,56.08,56.08,46.95,37.4,,,,,,,,,,,,
02/13/2016,323,18,6.5,6.5,59,42.96,42.96,38.12,,,,,,,,,,,,
02/13/2016,323,19,8.77,8.77,58.78,58.78,39.97,38.96,,,,,,,,,,,,
02/13/2016,323,20,18.1,18.1,56,33.8,33.8,39.89,,,,,,,,,,,,
02/13/2016,323,21,19.3,19.3,49.62,33.08,33.08,41.16,,,,,,,,,,,,
02/13/2016,323,22,19.1,19.1,48.4,48.4,32.14,41.64,,,,,,,,,,,,
02/13/2016,323,23,14,14,45.34,22.09,22.09,41.11,,,,,,,,,,,,
02/12/2016,324,1,22.81,22.81,44.7,13.66,13.66,39.82,,,,,,,,,,,,
02/12/2016,324,2,21.59,21.59,42.11,42.11,13.62,39.35,,,,,,,,,,,,
02/12/2016,324,3,20,20,29.99,13.61,13.61,39.13,,,,,,,,,,,,
02/12/2016,324,4,19.1,19.1,13.64,13.64,13.64,41.63,,,,,,,,,,,,
02/12/2016,324,5,15.98,15.98,25.01,5.68,5.68,43.34,,,,,,,,,,,,
02/12/2016,324,6,16.5,16.5,25.08,1,1,42.52,,,,,,,,,,,,
02/12/2016,324,7,20,20,30.26,30.26,-0.01,39.92,,,,,,,,,,,,
02/12/2016,324,8,23.19,23.19,33.78,8.04,8.04,38.86,,,,,,,,,,,,
02/12/2016,324,9,27.1,27.75,41.11,5.68,5.68,38.77,,,,,,,,,,,,
02/12/2016,324,10,30,30,43.11,43.11,-0.44,37.68,,,,,,,,,,,,
02/12/2016,324,11,30.19,30.19,44.11,-0.04,-0.04,36.1,,,,,,,,,,,,
02/12/2016,324,12,29.6,29.6,44.9,44.9,-9.94,35.58,,,,,,,,,,,,
02/12/2016,324,13,28,28,44.09,-22.17,-22.17,34.93,,,,,,,,,,,,
02/12/2016,324,14,26.93,26.93,35.32,-30.41,-30.41,35.03,,,,,,,,,,,,
02/12/2016,324,15,24.1,24.1,32.7,-15.68,-15.68,34.14,,,,,,,,,,,,
02/12/2016,324,16,24.1,24.1,34.99,-29.04,-29.04,34.14,,,,,,,,,,,,
02/12/2016,324,17,24.1,24.1,44.09,9.9,9.9,34.57,,,,,,,,,,,,
02/12/2016,324,18,24.1,24.1,50,50,8.06,35.28,,,,,,,,,,,,
02/12/2016,324,19,24.15,24.15,55,55,8.99,36.94,,,,,,,,,,,,
02/12/2016,324,20,30,30,51.67,-1.58,-1.58,37.73,,,,,,,,,,,,
02/12/2016,324,21,29.6,29.6,51,-3.35,-3.35,38.44,,,,,,,,,,,,
02/12/2016,324,22,26.45,26.45,49.84,49.84,3.45,39.26,,,,,,,,,,,,
02/12/2016,324,23,23.3,23.3,44.9,-14.91,-14.91,40.59,,,,,,,,,,,,
02/11/2016,325,1,23.82,23.82,18.47,18.47,13.56,39.89,,,,,,,,,,,,
02/11/2016,325,2,21.48,21.48,12.99,8.81,8.81,39.18,,,,,,,,,,,,
02/11/2016,325,3,21,21,14.58,14.58,11.01,39.3,,,,,,,,,,,,
02/11/2016,325,4,19.94,19.94,10.88,10.88,10.88,39.72,,,,,,,,,,,,
02/11/2016,325,5,19.98,19.98,20,20,20,41.71,,,,,,,,,,,,
02/11/2016,325,6,21.79,21.79,38.71,38.71,38.71,43.72,,,,,,,,,,,,
02/11/2016,325,7,28.63,28.63,49.86,49.86,49.86,43.69,,,,,,,,,,,,
02/11/2016,325,8,33.69,37.2,49.4,49.4,49.4,41.67,,,,,,,,,,,,
02/11/2016,325,9,35.69,43.83,48.04,48.04,46.25,39.76,,,,,,,,,,,,
02/11/2016,325,10,43.79,43.79,48.7,41.15,41.15,39.19,,,,,,,,,,,,
02/11/2016,325,11,41.55,41.55,48.7,41.61,41.61,38.04,,,,,,,,,,,,
02/11/2016,325,12,37,37,48.29,41.75,41.75,36.22,,,,,,,,,,,,
02/11/2016,325,13,34.49,34.49,48.5,45.74,45.74,34.1,,,,,,,,,,,,
02/11/2016,325,14,34.49,34.49,48.7,46.91,46.91,33.65,,,,,,,,,,,,
02/11/2016,325,15,34.69,34.69,48.1,48,48,33.87,,,,,,,,,,,,
02/11/2016,325,16,30,30,48.15,48.15,44.72,34.24,,,,,,,,,,,,
02/11/2016,325,17,32.1,32.1,54.7,54.7,45.56,35.82,,,,,,,,,,,,
02/11/2016,325,18,36,36,66,38.71,38.71,39.72,,,,,,,,,,,,
02/11/2016,325,19,41.02,41.02,67,67,36.3,44.33,,,,,,,,,,,,
02/11/2016,325,20,42,42,53.08,53.08,35.75,47.95,,,,,,,,,,,,
02/11/2016,325,21,37.2,37.2,35.92,32.84,32.84,49.01,,,,,,,,,,,,
02/11/2016,325,22,34,34,44.18,32.46,32.46,49.01,,,,,,,,,,,,
02/11/2016,325,23,30.33,30.33,34.65,22.07,22.07,45.54,,,,,,,,,,,,
02/10/2016,326,1,17.75,17.75,31.89,24.1,24.1,44.94,,,,,,,,,,,,
02/10/2016,326,2,15.19,14.28,31.21,27.11,27.11,47.72,,,,,,,,,,,,
02/10/2016,326,3,19.1,13.85,22.5,21,21,47.82,,,,,,,,,,,,
02/10/2016,326,4,20.1,14,19.99,19.99,19.99,48.05,,,,,,,,,,,,
02/10/2016,326,5,19.1,14.75,29.38,29.38,29.38,51.76,,,,,,,,,,,,
02/10/2016,326,6,19.1,16.2,40.74,40.74,33.89,57.04,,,,,,,,,,,,
02/10/2016,326,7,22.8,22.8,65,65,40.89,66.43,,,,,,,,,,,,
02/10/2016,326,8,30.59,30.59,68.23,39.43,39.43,59.26,,,,,,,,,,,,
02/10/2016,326,9,32.05,32.05,67.3,67.3,37.16,47.95,,,,,,,,,,,,
02/10/2016,326,10,33.3,33.3,66.6,66.6,35.85,44.65,,,,,,,,,,,,
02/10/2016,326,11,33.15,33.15,66.9,36.35,36.35,42.3,,,,,,,,,,,,
02/10/2016,326,12,32.26,32.26,65.48,37,37,40.17,,,,,,,,,,,,
02/10/2016,326,13,30.35,30.35,65.01,38.46,38.46,38.98,,,,,,,,,,,,
02/10/2016,326,14,27.74,27.74,65.5,46.02,46.02,38.39,,,,,,,,,,,,
02/10/2016,326,15,27.44,27.44,64.46,64.46,51.94,37.55,,,,,,,,,,,,
02/10/2016,326,16,27.77,27.77,65,65,51.51,37.06,,,,,,,,,,,,
02/10/2016,326,17,28.68,28.68,66,66,64.2,37.15,,,,,,,,,,,,
02/10/2016,326,18,32.1,32.1,67.49,67.49,54.67,38.85,,,,,,,,,,,,
02/10/2016,326,19,35.94,35.94,67.02,51.99,51.99,41.87,,,,,,,,,,,,
02/10/2016,326,20,41.91,41.91,59.72,46.98,46.98,47.92,,,,,,,,,,,,
02/10/2016,326,21,39.43,39.43,55,38.77,38.77,61.65,,,,,,,,,,,,
02/10/2016,326,22,34.19,34.19,50.79,37.17,37.17,63.79,,,,,,,,,,,,
02/10/2016,326,23,32.1,32.1,44.7,44.7,34.8,62.35,,,,,,,,,,,,
02/09/2016,327,1,22,22,40.7,40.7,34.61,57.55,,,,,,,,,,,,
02/09/2016,327,2,15,15,34.76,33.65,33.65,57.58,,,,,,,,,,,,
02/09/2016,327,3,12.5,12.5,32.08,32.08,32.08,57.09,,,,,,,,,,,,
02/09/2016,327,4,7,7,33.54,33.54,33.54,58.09,,,,,,,,,,,,
02/09/2016,327,5,7.2,7.2,35.38,35.38,35.38,60.08,,,,,,,,,,,,
02/09/2016,327,6,12.4,12.4,46.42,46.34,46.34,66.28,,,,,,,,,,,,
02/09/2016,327,7,18.5,18.5,62.05,48.81,48.81,84.92,,,,,,,,,,,,
02/09/2016,327,8,28.26,28.26,63.76,51.1,51.1,104.96,,,,,,,,,,,,
02/09/2016,327,9,24.33,30.1,64.1,53.94,53.94,70.03,,,,,,,,,,,,
02/09/2016,327,10,26.1,30.1,63.53,63.53,51,55.07,,,,,,,,,,,,
02/09/2016,327,11,26.5,26.5,62.99,51.95,51.95,45.23,,,,,,,,,,,,
02/09/2016,327,12,28.16,28.16,59.07,49.99,49.99,43.5,,,,,,,,,,,,
02/09/2016,327,13,27.03,27.03,58.98,51.92,51.92,40.98,,,,,,,,,,,,
02/09/2016,327,14,28.69,28.69,58.5,58.5,54.98,38.89,,,,,,,,,,,,
02/09/2016,327,15,27.44,27.44,58.93,58.93,58.48,38.29,,,,,,,,,,,,
02/09/2016,327,16,26.97,26.97,59,59,55.01,37.61,,,,,,,,,,,,
02/09/2016,327,17,27.24,27.24,64.38,62,62,37.03,,,,,,,,,,,,
02/09/2016,327,18,26.1,26.5,66.9,66.9,52.92,37.05,,,,,,,,,,,,
02/09/2016,327,19,25.1,30,65.65,65.65,50,38.49,,,,,,,,,,,,
02/09/2016,327,20,29.29,34.06,59,39.13,39.13,41.97,,,,,,,,,,,,
02/09/2016,327,21,30.1,30.1,51.7,37.21,37.21,47.57,,,,,,,,,,,,
02/09/2016,327,22,26,26,49.69,49.69,37.79,54.73,,,,,,,,,,,,
02/09/2016,327,23,24.74,24.74,45,45,33.99,56.56,,,,,,,,,,,,
02/08/2016,328,1,24.8,24.8,32.66,32.66,32.66,54.43,,,,,,,,,,,,
02/08/2016,328,2,16.8,16.8,31.61,31.61,31.61,50.91,,,,,,,,,,,,
02/08/2016,328,3,12.4,12.4,29.58,29.58,29.58,53.86,,,,,,,,,,,,
02/08/2016,328,4,10.13,10.13,29.76,29.76,29.76,54.48,,,,,,,,,,,,
02/08/2016,328,5,10,10,32.44,32.44,32.44,54.25,,,,,,,,,,,,
02/08/2016,328,6,14,14,46.5,36.5,36.5,52.97,,,,,,,,,,,,
02/08/2016,328,7,21.03,21.03,56.79,56.79,43.12,54.11,,,,,,,,,,,,
02/08/2016,328,8,33,33,58.49,45.97,45.97,63.74,,,,,,,,,,,,
02/08/2016,328,9,35.75,35.75,58.31,58.31,44.96,80.36,,,,,,,,,,,,
02/08/2016,328,10,36.69,36.69,57.45,57.45,43.69,62.43,,,,,,,,,,,,
02/08/2016,328,11,37.24,37.24,58.29,58.29,44.25,57.1,,,,,,,,,,,,
02/08/2016,328,12,37,37,54.49,42.87,42.87,48.22,,,,,,,,,,,,
02/08/2016,328,13,37,37,55.29,42.91,42.91,44.39,,,,,,,,,,,,
02/08/2016,328,14,36.63,36.63,56,56,42.77,41.92,,,,,,,,,,,,
02/08/2016,328,15,35.94,35.94,56.89,56.89,44.59,39.49,,,,,,,,,,,,
02/08/2016,328,16,35.75,35.75,58.12,49.36,49.36,38.76,,,,,,,,,,,,
02/08/2016,328,17,35.94,35.94,62.13,50.97,50.97,38.29,,,,,,,,,,,,
02/08/2016,328,18,35.94,35.94,67.5,67.5,45.23,37.9,,,,,,,,,,,,
02/08/2016,328,19,35.75,35.75,65.56,65.56,44.1,38.27,,,,,,,,,,,,
02/08/2016,328,20,38.5,38.5,65.48,38.07,38.07,39.38,,,,,,,,,,,,
02/08/2016,328,21,40,40,55,37.71,37.71,43.58,,,,,,,,,,,,
02/08/2016,328,22,37.2,37.2,51.9,51.9,35.88,50.62,,,,,,,,,,,,
02/08/2016,328,23,30,30,47.32,33.62,33.62,55.76,,,,,,,,,,,,
02/07/2016,329,1,15,15,35.23,35.23,35.23,60.36,,,,,,,,,,,,
02/07/2016,329,2,10.6,10.6,32.99,32.99,32.99,59.98,,,,,,,,,,,,
02/07/2016,329,3,8.48,8.48,31.05,31.05,31.05,58.52,,,,,,,,,,,,
02/07/2016,329,4,6.23,6.23,31.18,31.18,31.18,59.93,,,,,,,,,,,,
02/07/2016,329,5,5.1,5.1,34.85,34.85,34.85,61.1,,,,,,,,,,,,
02/07/2016,329,6,5,5,46.22,37.98,37.98,65.01,,,,,,,,,,,,
02/07/2016,329,7,4,4,59.9,47.1,47.1,61.72,,,,,,,,,,,,
02/07/2016,329,8,5.1,5.1,64.99,48.49,48.49,65.08,,,,,,,,,,,,
02/07/2016,329,9,8,8,63.2,47.97,47.97,75.06,,,,,,,,,,,,
02/07/2016,329,10,12.4,12.4,62.02,47.42,47.42,100.57,,,,,,,,,,,,
02/07/2016,329,11,15.71,15.71,60.5,60.5,48.25,69.54,,,,,,,,,,,,
02/07/2016,329,12,15.39,15.39,59.98,47.95,47.95,58.79,,,,,,,,,,,,
02/07/2016,329,13,16,16,58,47.95,47.95,49.71,,,,,,,,,,,,
02/07/2016,329,14,13.63,13.63,59,59,47.92,44.63,,,,,,,,,,,,
02/07/2016,329,15,12.4,12.4,59,48.81,48.81,42.6,,,,,,,,,,,,
02/07/2016,329,16,10.96,10.96,60,49.96,49.96,39.23,,,,,,,,,,,,
02/07/2016,329,17,13.49,13.49,64.5,54.75,54.75,39.73,,,,,,,,,,,,
02/07/2016,329,18,16.64,16.64,67,48.29,48.29,39.17,,,,,,,,,,,,
02/07/2016,329,19,24.48,24.48,65.01,48.94,48.94,38.98,,,,,,,,,,,,
02/07/2016,329,20,29,29,57.7,43.52,43.52,39.19,,,,,,,,,,,,
02/07/2016,329,21,49.03,49.03,54.1,38.92,38.92,40.33,,,,,,,,,,,,
02/07/2016,329,22,35.75,35.75,52,38.67,38.67,45.77,,,,,,,,,,,,
02/07/2016,329,23,30.05,30.05,46.68,46.68,35.24,53.27,,,,,,,,,,,,
02/06/2016,330,1,39,39,44.42,44.42,32.5,89.07,,,,,,,,,,,,
02/06/2016,330,2,32.4,32.4,43,31.93,31.93,99.93,,,,,,,,,,,,
02/06/2016,330,3,27.6,27.6,34.7,31.84,31.84,89.88,,,,,,,,,,,,
02/06/2016,330,4,27.9,27.9,33,32.07,32.07,60.04,,,,,,,,,,,,
02/06/2016,330,5,28,28,35.93,35.93,32.35,57.31,,,,,,,,,,,,
02/06/2016,330,6,27.6,27.6,38.29,33.36,33.36,56.28,,,,,,,,,,,,
02/06/2016,330,7,27.9,27.9,42.22,42.22,42.22,54.42,,,,,,,,,,,,
02/06/2016,330,8,24.3,24.3,44.1,44.1,44.1,51.7,,,,,,,,,,,,
02/06/2016,330,9,27.2,27.2,46.76,46.76,46.76,52.98,,,,,,,,,,,,
02/06/2016,330,10,35.94,35.94,48.92,48.92,48.92,59.34,,,,,,,,,,,,
02/06/2016,330,11,37.2,37.2,48.56,48.56,48.56,74.91,,,,,,,,,,,,
