Fecha,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Version,#DIV/0!
2011-03-18,70.394712,70.394712,70.394712,70.394712,72.594712,78.594712,78.594712,78.594712,78.594712,78.594712,80.494712,80.594712,80.494712,80.494712,80.594712,80.594712,80.494712,80.494712,80.594712,100.594712,80.594712,80.594712,78.594712,75.594712,TX4,78.6655453333334
2011-03-19,70.129553,70.129553,70.129553,70.129553,70.129553,72.329553,72.329553,78.229553,78.329553,78.329553,78.329553,78.329553,78.329553,78.329553,78.329553,78.329553,78.329553,78.329553,79.329553,79.329553,79.329553,78.329553,78.229553,78.229553,TX4,76.2337196666667
2011-03-20,69.773201,69.773201,69.773201,69.773201,69.773201,69.773201,69.773201,71.973201,71.973201,78.973201,78.973201,79.973201,79.973201,79.973201,79.973201,78.973201,78.973201,79.973201,94.973201,94.973201,94.973201,79.973201,79.973201,78.973201,TX4,77.998201
2011-03-21,70.9704,70.9704,70.9704,70.9704,70.9704,70.9704,70.9704,76.0704,80.0704,81.0704,81.0704,81.0704,102.0704,102.0704,81.0704,81.0704,81.0704,81.0704,111.0704,111.0704,111.0704,102.0704,81.0704,80.0704,TX4,84.2079
2011-03-22,71.007406,71.007406,71.007406,71.007406,71.007406,81.107406,101.107406,101.107406,102.107406,111.007406,111.107406,111.107406,111.107406,111.107406,111.107406,111.107406,111.107406,111.107406,111.107406,138.535406,111.107406,102.107406,81.107406,81.107406,TX4,98.5585726666667
2011-03-23,73.547785,73.547785,73.547785,73.547785,73.547785,80.547785,80.547785,80.547785,80.547785,80.547785,80.547785,81.547785,80.547785,80.547785,81.547785,81.547785,81.547785,81.547785,81.547785,88.547785,81.547785,81.547785,80.547785,76.547785,TX4,79.5894516666666
2011-03-24,35.43692,35.43692,35.43692,35.43692,37.88992,71.05292,71.05292,71.15292,71.15292,76.15292,76.15292,77.15292,77.15292,76.15292,77.15292,81.15292,77.15292,77.15292,81.15292,139.96592,81.15292,77.15292,71.15292,71.05292,TX4,70.0440033333334
2011-03-25,37.235258,37.235258,37.235258,37.235258,37.235258,37.235258,62.951258,62.951258,70.951258,70.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,82.951258,62.951258,37.235258,TX4,66.1174246666667
2011-03-26,38.255629,38.255629,38.255629,38.255629,38.255629,38.255629,38.255629,40.555629,58.971629,58.971629,71.971629,71.971629,71.971629,71.971629,58.971629,58.971629,58.971629,58.971629,83.971629,83.971629,83.971629,71.971629,58.971629,50.474629,TX4,57.6414206666667
2011-03-27,39.124045,39.124045,39.124045,39.124045,39.124045,39.124045,39.124045,39.124045,39.125045,39.125045,39.125045,41.424045,41.425045,41.424045,39.125045,39.125045,39.125045,39.125045,64.840045,84.840045,84.840045,64.840045,59.840045,39.125045,TX4,46.2277533333333
2011-03-28,37.498348,37.498348,37.498348,37.498348,37.498348,43.214348,48.214348,48.214348,83.209348,83.214348,83.214348,83.214348,83.214348,83.214348,83.214348,83.214348,83.214348,83.214348,83.214348,171.261348,83.214348,83.214348,43.214348,39.798348,TX4,69.299598
2011-03-29,37.032023,37.032023,37.032023,37.032023,39.332023,39.333023,42.748023,42.748023,57.748023,82.747023,82.748023,82.748023,82.748023,82.748023,82.748023,82.748023,82.748023,82.747023,82.748023,170.716023,82.748023,82.748023,42.748023,39.332023,TX4,67.3253146666667
